_id,rsn,year_registered,year_evaluated,year_built,property_type,ward,wardname,site_address,confirmed_storeys,confirmed_units,evaluation_completed_on,score,results_of_score,no_of_areas_evaluated,entrance_lobby,entrance_doors_windows,security,stairwells,laundry_rooms,internal_guards_handrails,garbage_chute_rooms,garbage_bin_storage_area,elevators,storage_areas_lockers,interior_wall_ceiling_floor,interior_lighting_levels,graffiti,exterior_cladding,exterior_grounds,exterior_walkways,balcony_guards,water_pen_ext_bldg_elements,parking_area,other_facilities,grid,latitude,longitude,x,y
11412,4154601,2017,2017,1955,PRIVATE,6,York Centre,4114 BATHURST ST,4,17,2017-10-13,59,Evaluation needs to be conducted in 1 year,16,3,2,3,3,2,3,,3,,,3,2,5,3,3,3,3,3,3,,N0629,43.74614789,-79.4365743,309892.583,4844912.259
11413,4154697,2017,2017,1962,PRIVATE,6,York Centre,4415 BATHURST ST,14,167,2017-10-13,67,Evaluation needs to be conducted in 2 years,18,4,3,4,4,3,4,3,3,3,,3,3,5,3,3,3,3,3,3,,N0624,43.75676777,-79.4380041,309776.827,4846091.036
11414,4155127,2017,2017,1992,SOCIAL HOUSING,5,York South-Weston,200 DORA SPENCER RD,9,125,2017-10-13,79,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,4,3,4,,4,4,5,4,4,4,,4,4,4,W0531,43.69176061,-79.50507107,304375.636,4838867.321
11415,4155218,2017,2017,1982,SOCIAL HOUSING,3,Etobicoke-Lakeshore,256 SHELDON AVE,7,76,2017-10-13,66,Evaluation needs to be conducted in 2 years,18,4,4,3,3,3,4,3,3,3,,3,3,5,3,3,3,,3,3,3,W0331,43.60848012,-79.54650659,301030.182,4829616.243
11416,4155217,2017,2017,1960,PRIVATE,3,Etobicoke-Lakeshore,270 SHELDON AVE,6,74,2017-10-13,74,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,5,,3,4,3,3,4,5,3,4,4,4,3,4,,W0331,43.60921052,-79.54621079,301054.105,4829697.381
11417,4153511,2017,2017,1968,PRIVATE,13,Toronto Centre,41 DUNDONALD ST,18,107,2017-10-13,61,Evaluation needs to be conducted in 1 year,17,3,3,3,2,,3,3,4,3,,3,3,3,3,3,4,4,3,2,,S1322,43.66621262,-79.38220008,314284.363,4836036.604
11418,4153782,2017,2017,1966,PRIVATE,12,Toronto-St. Paul's,45 DUNFIELD AVE,30,575,2017-10-13,75,Evaluation needs to be conducted in 2 years,20,4,3,4,3,4,1,4,4,4,4,3,4,5,4,3,4,4,4,4,5,S1228,,,313298.64,4840484.18
11419,4225861,2017,2017,1960,PRIVATE,19,Beaches-East York,2893 ST CLAIR AVE E,3,12,2017-10-13,84,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,5,,4,,,4,3,5,5,5,4,,5,4,,S1927,43.70758261,-79.30194338,320746.095,4840643.954
11420,4225867,2017,2017,1960,PRIVATE,19,Beaches-East York,2897 ST CLAIR AVE E,3,12,2017-10-13,79,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,5,,4,,,4,3,5,3,5,4,,3,4,,S1927,43.70764267,-79.30166977,320768.13,4840650.678
11421,4154022,2017,2017,1929,PRIVATE,8,Eglinton-Lawrence,2932 YONGE ST,5,46,2017-10-13,78,Evaluation needs to be conducted in 2 years,18,4,3,4,5,4,5,4,3,4,4,4,3,5,4,4,4,,3,3,,N0829,43.72262171,-79.40213532,312669.586,4842300.422
11422,4154020,2017,2017,1950,PRIVATE,8,Eglinton-Lawrence,2770 YONGE ST,4,50,2017-10-13,60,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,2,,3,,,3,3,3,3,2,3,3,4,3,,N0829,43.71882026,-79.4011697,312747.881,4841878.215
11423,4154023,2017,2017,1929,PRIVATE,8,Eglinton-Lawrence,2914 YONGE ST,5,46,2017-10-13,76,Evaluation needs to be conducted in 2 years,18,4,3,4,5,4,5,4,3,4,3,4,3,5,3,4,4,,3,3,,N0829,43.72218036,-79.40195722,312683.992,4842251.409
11424,4155144,2017,2017,1955,PRIVATE,5,York South-Weston,135 WOODWARD AVE,3,10,2017-10-13,60,Evaluation needs to be conducted in 1 year,16,3,2,3,4,2,2,,3,,3,4,3,5,3,3,2,,3,3,,W0525,43.7095043,-79.50766954,304166.41,4840838.547
11425,4154761,2017,2017,1960,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2017-10-13,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,4,4,4,,4,4,5,4,3,4,4,4,3,,N1630,43.7170467,-79.33008018,318476.117,4841691.34
11426,4155135,2017,2017,1958,PRIVATE,5,York South-Weston,21 DENISON RD E,3,17,2017-10-13,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,2,,,3,3,3,4,3,4,,4,3,,W0527,43.69636628,-79.50640863,304267.6,4839379.961
11427,4153542,2017,2017,1955,PRIVATE,13,Toronto Centre,42 ISABELLA ST,4,24,2017-10-13,73,Evaluation needs to be conducted in 2 years,15,4,3,4,4,2,4,,3,,,4,4,5,4,4,3,,4,3,,S1322,43.66829815,-79.38372948,314160.693,4836268.121
11428,4153546,2017,2017,1968,PRIVATE,13,Toronto Centre,88 ISABELLA ST,14,82,2017-10-13,73,Evaluation needs to be conducted in 2 years,17,4,4,4,4,,3,4,3,4,,4,4,5,4,3,3,3,3,3,,S1322,43.66872524,-79.38134558,314352.877,4836315.837
11429,4155136,2017,2017,1951,PRIVATE,5,York South-Weston,1693 WESTON RD,3,12,2017-10-13,53,Evaluation needs to be conducted in 1 year,14,3,2,1,3,,2,,3,,,3,1,5,3,3,2,,3,3,,W0527,43.69748017,-79.50926227,304037.854,4839502.786
11430,4154352,2017,2017,1950,PRIVATE,5,York South-Weston,2422 KEELE ST,3,10,2017-10-13,63,Evaluation needs to be conducted in 1 year,16,3,3,4,3,2,3,,3,,2,4,2,5,5,3,3,,2,3,,W0526,43.71045821,-79.47879698,306489.91,4840962.965
11431,4154351,2017,2017,1950,PRIVATE,5,York South-Weston,2428 KEELE ST,3,10,2017-10-13,70,Evaluation needs to be conducted in 2 years,16,3,3,4,3,2,3,,3,,2,4,3,5,5,4,5,,4,3,,W0526,43.71062728,-79.47886349,306486.658,4840982.713
11432,4155149,2017,2017,1953,PRIVATE,5,York South-Weston,145 WOODWARD AVE,3,11,2017-10-13,60,Evaluation needs to be conducted in 1 year,14,3,3,3,3,,2,,3,,,3,2,4,3,3,3,,4,3,,W0525,43.70981573,-79.50639544,304269.088,4840873.131
11433,4154886,2017,2017,1964,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,2017-10-13,54,Evaluation needs to be conducted in 1 year,18,3,3,4,2,3,3,3,3,3,,2,3,2,3,1,2,3,3,3,,N1628,43.74049747,-79.31023501,320069.513,4844299.041
11434,4233146,2017,2017,1958,PRIVATE,21,Scarborough Centre,1731 VICTORIA PARK AVE,4,43,2017-10-13,71,Evaluation needs to be conducted in 2 years,16,3,3,4,4,4,2,,3,,,4,3,5,4,4,3,4,4,3,,E2131,43.73710603,-79.30733277,320304.15,4843922.831
11435,4152644,2017,2017,1958,PRIVATE,21,Scarborough Centre,1735 VICTORIA PARK AVE,4,43,2017-10-13,69,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,1,,3,,,4,2,4,4,3,3,4,3,4,,E2131,43.73758165,-79.30752618,320288.45,4843975.633
11436,4152645,2017,2017,1958,PRIVATE,21,Scarborough Centre,1739 VICTORIA PARK AVE,4,43,2017-10-13,71,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,1,,3,,,4,4,4,4,3,2,4,4,4,,E2131,43.7380492,-79.3077126,320273.313,4844027.536
11437,4155430,2017,2017,1960,PRIVATE,1,Etobicoke North,2386 ISLINGTON AVE,3,18,2017-10-13,68,Evaluation needs to be conducted in 2 years,15,3,3,4,3,,3,,3,,,4,2,5,3,4,3,4,4,3,,W0130,43.72086112,-79.55824156,300091.5,4842102.895
11438,4155421,2017,2017,1955,PRIVATE,1,Etobicoke North,2413 ISLINGTON AVE,6,52,2017-10-13,65,Evaluation needs to be conducted in 1 year,17,4,4,4,4,3,1,,3,3,,3,2,5,3,4,4,2,3,3,,W0131,43.72379712,-79.55873817,300051.989,4842428.141
11439,4153545,2017,2017,1917,PRIVATE,13,Toronto Centre,96 ISABELLA ST,4,28,2017-10-13,56,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,,3,,,3,2,5,2,2,2,,3,3,,S1322,43.66895487,-79.38048048,314422.606,4836341.446
11440,4153522,2017,2017,1960,PRIVATE,13,Toronto Centre,137 ISABELLA ST,7,56,2017-10-13,69,Evaluation needs to be conducted in 2 years,17,4,3,4,4,4,2,,3,4,,4,3,5,3,3,3,4,3,3,,S1322,43.66915272,-79.37681093,314718.501,4836363.844
11441,4155128,2017,2017,1977,PRIVATE,5,York South-Weston,12 BUTTONWOOD AVE,4,40,2017-10-13,59,Evaluation needs to be conducted in 1 year,17,4,3,3,3,3,2,,2,3,3,3,2,5,3,2,3,,3,3,,W0531,43.6911592,-79.50207242,304617.364,4838800.489
11442,4155324,2017,2017,1959,PRIVATE,2,Etobicoke Centre,2 BEXHILL CRT,4,14,2017-10-13,64,Evaluation needs to be conducted in 1 year,15,3,3,3,4,3,2,,3,,,4,2,5,3,4,3,,3,3,,W0229,43.66308883,-79.52076051,303109.677,4835683.233
11443,4155132,2017,2017,1971,PRIVATE,5,York South-Weston,65 EMMETT AVE,24,419,2017-10-13,66,Evaluation needs to be conducted in 2 years,18,4,3,3,2,3,4,2,3,3,,3,4,3,4,4,3,4,4,3,,W0531,43.68804158,-79.50407979,304455.515,4838454.156
11444,4153042,2017,2017,1957,PRIVATE,4,Parkdale-High Park,1 A ELM GROVE AVE,3,12,2017-10-13,57,Evaluation needs to be conducted in 1 year,14,3,3,2,3,,3,,3,,,3,3,3,3,3,3,,2,3,,S0436,43.63868674,-79.43013473,310421.409,4832973.29
11445,4154059,2017,2017,1955,PRIVATE,19,Beaches-East York,127 GLENWOOD CRES,3,57,2017-10-13,59,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,4,,3,,2,2,3,3,3,2,2,,3,4,,S1927,43.70250562,-79.31203452,319934.109,4840078.057
11446,4154490,2017,2017,1962,PRIVATE,8,Eglinton-Lawrence,437 GLEN PARK AVE,4,43,2017-10-13,66,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,4,,3,3,3,4,3,5,3,3,3,4,3,3,,N0826,43.70751377,-79.45527605,308388.845,4840618.272
11447,4153173,2017,2017,1965,PRIVATE,11,University-Rosedale,11 WALMER RD,7,63,2017-10-13,56,Evaluation needs to be conducted in 1 year,19,4,3,3,3,4,3,3,2,4,2,3,2,3,2,3,3,2,2,2,,S1126,43.66724443,-79.40540736,312412.84,4836147.849
11448,4153174,2017,2017,1970,PRIVATE,11,University-Rosedale,15 WALMER RD,10,78,2017-10-13,61,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,,3,3,3,3,2,5,3,3,3,3,3,3,,S1126,43.66762145,-79.40549203,312405.966,4836189.727
11449,4154885,2017,2017,1964,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,2017-10-13,42,Building Audit,18,2,3,3,1,1,1,2,3,3,,1,3,1,3,2,2,3,2,2,,N1628,43.74095468,-79.31126313,319986.585,4844349.647
11450,4155219,2017,2017,1967,PRIVATE,3,Etobicoke-Lakeshore,625 EVANS AVE,11,85,2017-10-13,72,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,3,3,3,4,,4,2,5,3,3,4,3,4,4,4,W0330,43.6096632,-79.55056664,300703.954,4829745.148
11451,4156484,2017,2017,1965,PRIVATE,6,York Centre,35 BROOKWELL DR,4,76,2017-10-13,70,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,3,4,4,4,,3,3,5,3,4,4,3,3,4,,N0625,43.74341215,-79.49453969,305224.364,4844605.449
11452,4155325,2017,2017,1959,PRIVATE,2,Etobicoke Centre,3 BEXHILL CRT,4,14,2017-10-13,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,,3,,,3,2,5,3,4,3,,3,3,,W0229,43.66292218,-79.52100194,303090.201,4835664.724
11453,4155677,2017,2017,1965,PRIVATE,6,York Centre,39 BROOKWELL DR,4,57,2017-10-13,68,Evaluation needs to be conducted in 2 years,18,3,3,4,3,4,3,4,4,4,,2,3,5,3,4,3,3,3,3,,N0625,43.74383408,-79.49453412,305224.811,4844652.324
11454,4154459,2017,2017,1966,PRIVATE,6,York Centre,41-51 BROOKWELL DR,4,48,2017-10-13,62,Evaluation needs to be conducted in 1 year,18,3,4,4,2,3,3,4,4,4,,2,3,5,2,3,4,2,2,2,,N0625,43.74408178,-79.49503544,305180.295,4844713.736
11455,4156504,2017,2017,1966,PRIVATE,6,York Centre,41 BROOKWELL DR,4,38,2017-10-13,63,Evaluation needs to be conducted in 1 year,18,3,3,2,2,4,3,4,4,4,,2,3,5,3,3,4,3,2,3,,N0625,43.74405386,-79.49514907,305175.28,4844676.739
11456,4155215,2017,2017,1954,PRIVATE,3,Etobicoke-Lakeshore,100 BROWNS LINE,3,22,2017-10-13,60,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,,3,,3,3,2,5,3,3,3,,3,3,,W0330,43.59521151,-79.54296942,301314.74,4828143.037
11457,4156439,2017,2017,1993,SOCIAL HOUSING,5,York South-Weston,33 GABIAN WAY,18,248,2017-10-13,54,Evaluation needs to be conducted in 1 year,19,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2,2,,3,3,3,W0533,43.69311972,-79.46886392,307294.354,4839018.662
11458,4153115,2017,2017,1930,PRIVATE,9,Davenport,109 GLENHOLME AVE,3,15,2017-10-13,64,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,3,,3,,3,3,2,5,3,3,3,,4,3,,S0928,43.67867383,-79.43849292,309743.431,4837416.085
11459,4243767,2017,2017,1900,PRIVATE,4,Parkdale-High Park,28 MAYNARD AVE,3,20,2017-10-13,56,Evaluation needs to be conducted in 1 year,16,2,2,2,3,3,3,,3,,,3,3,3,3,3,3,3,3,3,,S0436,43.63800724,-79.43803496,309784.048,4832897.33
11460,4153820,2017,2017,1968,PRIVATE,12,Toronto-St. Paul's,890 MOUNT PLEASANT RD,19,145,2017-10-13,79,Evaluation needs to be conducted in 2 years,20,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,3,3,4,S1221,43.71072866,-79.3914657,313530.971,4840980.259
11461,4154021,2017,2017,1929,PRIVATE,8,Eglinton-Lawrence,1 CHERITAN AVE,4,64,2017-10-13,74,Evaluation needs to be conducted in 2 years,18,3,3,4,5,3,5,4,3,4,4,5,3,5,3,4,3,,3,3,,N0829,43.72289263,-79.40209523,312672.781,4842330.522
11462,4152722,2017,2017,1956,PRIVATE,21,Scarborough Centre,1525 BIRCHMOUNT RD,4,52,2017-10-13,74,Evaluation needs to be conducted in 2 years,16,3,4,4,4,3,4,3,5,,,3,3,5,4,3,3,,4,4,,E2128,43.7596933,-79.28907153,321768.472,4846436.669
11463,4155915,2017,2017,1994,SOCIAL HOUSING,21,Scarborough Centre,2015 LAWRENCE AVE E,11,158,2017-10-13,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,4,3,3,,3,2,5,4,3,3,,4,4,,E2131,43.74495924,-79.29497884,321297.115,4844797.638
11464,4156512,2017,2017,1964,PRIVATE,6,York Centre,32 BROOKWELL DR,4,38,2017-10-13,68,Evaluation needs to be conducted in 2 years,17,4,4,3,3,3,4,,4,4,,2,3,4,3,4,3,4,4,2,,N0625,43.74457213,-79.49398087,305269.367,4844734.321
11465,4155046,2017,2017,1955,PRIVATE,8,Eglinton-Lawrence,839 ROSELAWN AVE,7,36,2017-10-13,57,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,2,,2,3,3,3,3,5,3,3,3,2,3,1,,N0831,43.70220804,-79.44003233,309617.805,4840029.609
11466,4155275,2017,2017,1960,PRIVATE,3,Etobicoke-Lakeshore,16 RIVERWOOD PKWY,5,45,2017-10-13,62,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,2,,3,5,,3,2,5,3,3,3,3,3,2,,W0327,43.63905243,-79.48906602,305666.544,4833011.753
11467,4155289,2017,2017,1958,PRIVATE,3,Etobicoke-Lakeshore,25 RIVERWOOD PKWY,4,50,2017-10-13,62,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,,3,3,,3,2,5,3,3,3,3,3,3,,W0327,43.63985708,-79.48883783,305684.946,4833101.147
11468,4155290,2017,2017,1958,PRIVATE,3,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2017-10-13,56,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,2,,2,3,,3,2,3,3,3,3,3,3,3,,W0327,43.64021193,-79.48968094,305616.916,4833140.562
11469,4156136,2017,2017,1993,SOCIAL HOUSING,23,Scarborough North,2319 MCNICOLL AVE,5,130,2017-10-13,91,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,,4,4,,5,4,5,4,5,4,5,5,3,5,E2321,43.81394308,-79.29021955,321736.414,4852474.97
11470,4153059,2017,2017,1935,PRIVATE,4,Parkdale-High Park,34 NOBLE ST,3,18,2017-10-13,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,5,3,4,3,,3,3,,S0435,43.64286774,-79.43138863,310319.871,4833437.692
11471,4155686,2017,2017,2003,SOCIAL HOUSING,8,Eglinton-Lawrence,651 LAWRENCE AVE W,3,24,2017-10-12,63,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,3,3,4,3,,3,2,5,3,3,4,3,3,3,3,N0827,43.71610362,-79.44290139,309385.499,4841573.16
11472,4155530,2017,2017,1992,SOCIAL HOUSING,3,Etobicoke-Lakeshore,3078 LAKE SHORE BLVD W,8,55,2017-10-12,66,Evaluation needs to be conducted in 2 years,19,3,3,3,4,3,4,4,3,2,,3,3,5,3,3,3,4,4,3,3,W0335,43.59961257,-79.51236326,303793.135,4828621.572
11473,4152759,2017,2017,1972,PRIVATE,21,Scarborough Centre,1375 MIDLAND AVE,13,144,2017-10-12,53,Evaluation needs to be conducted in 1 year,18,3,3,3,1,3,3,1,2,3,,2,2,4,3,2,4,3,4,2,,E2134,43.74998737,-79.26360737,323822.18,4845362.91
11474,4155121,2017,2017,1982,SOCIAL HOUSING,5,York South-Weston,15 OXFORD DR,10,174,2017-10-12,69,Evaluation needs to be conducted in 2 years,19,4,3,4,3,3,3,4,3,3,,3,4,5,4,3,3,3,4,3,4,W0531,43.68887971,-79.49126072,305481.516,4838552.325
11475,4154938,2017,2017,1967,PRIVATE,12,Toronto-St. Paul's,39 RAGLAN AVE,9,101,2017-10-12,68,Evaluation needs to be conducted in 2 years,19,3,4,4,3,3,2,4,3,4,4,3,3,5,4,3,3,4,4,2,,S1229,43.68478293,-79.41995169,311238.08,4838095.101
11476,4154963,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,2017-10-12,56,Evaluation needs to be conducted in 1 year,18,3,3,4,1,3,2,,3,3,2,1,2,5,3,3,3,3,3,3,,S1229,43.6842032,-79.42039221,311202.622,4838030.657
11477,4154960,2017,2017,1967,PRIVATE,12,Toronto-St. Paul's,100 RAGLAN AVE,13,230,2017-10-12,78,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,4,4,4,4,,4,4,4,4,4,4,4,4,4,,S1229,43.6854489,-79.42092616,311159.446,4838169.018
11478,4153154,2017,2017,1940,PRIVATE,9,Davenport,19-21 RUSHOLME RD,3,11,2017-10-12,59,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,3,3,3,3,,2,3,,S0934,43.65013763,-79.42672565,310695.116,4834246.595
11479,4155349,2017,2017,1969,PRIVATE,2,Etobicoke Centre,500 SCARLETT RD,14,129,2017-10-12,63,Evaluation needs to be conducted in 1 year,19,3,3,3,4,4,3,3,3,4,,3,3,5,2,3,3,3,2,3,3,W0230,43.68575846,-79.51337298,303706.277,4838200.637
11480,4154448,2017,2017,1959,PRIVATE,6,York Centre,18 SEELEY DR,5,99,2017-10-12,79,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,4,4,4,,4,3,5,4,4,4,,4,4,,N0627,43.74138175,-79.49430188,305243.523,4844379.888
11481,4154446,2017,2017,1959,PRIVATE,6,York Centre,27 SEELEY DR,5,71,2017-10-12,80,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,4,4,4,4,,4,4,5,4,4,4,4,4,4,,N0627,43.7411213,-79.49182242,305443.231,4844350.972
11482,4154480,2017,2017,1961,PRIVATE,8,Eglinton-Lawrence,2700 BATHURST ST,10,149,2017-10-12,63,Evaluation needs to be conducted in 1 year,19,3,3,3,4,4,4,3,3,3,,3,2,3,3,3,3,4,3,3,3,N0827,43.70905511,-79.42819661,310571.111,4840791.066
11483,4155202,2017,2017,1990,SOCIAL HOUSING,4,Parkdale-High Park,4049 DUNDAS ST W,12,208,2017-10-12,75,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,3,3,3,,3,4,5,3,4,4,3,4,4,4,S0421,43.66345535,-79.50372027,304484.24,4835722.738
11484,4153014,2017,2017,1930,PRIVATE,4,Parkdale-High Park,122 DOWLING AVE,5,27,2017-10-12,65,Evaluation needs to be conducted in 1 year,15,4,3,3,3,3,3,,4,,,3,3,5,3,3,3,,3,3,,S0436,43.63676503,-79.43894835,309710.453,4832759.28
11485,4153013,2017,2017,1973,PRIVATE,4,Parkdale-High Park,146 DOWLING AVE,7,68,2017-10-12,58,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,2,,3,2,3,3,2,5,3,3,3,3,3,3,,S0436,43.63754731,-79.4394029,309673.714,4832846.159
11486,4155355,2017,2017,1962,PRIVATE,2,Etobicoke Centre,24 DIXINGTON CRES,6,63,2017-10-12,66,Evaluation needs to be conducted in 2 years,17,3,3,3,4,3,4,,3,3,,3,3,5,3,4,3,3,3,3,,W0223,43.69645018,-79.54293365,301323.708,4839389.287
11487,4155369,2017,2017,1964,PRIVATE,2,Etobicoke Centre,263 DIXON RD,15,171,2017-10-12,67,Evaluation needs to be conducted in 2 years,19,3,3,4,3,4,3,3,2,4,,3,3,4,3,3,3,5,4,3,4,W0222,43.69551461,-79.54776674,300931.879,4839262.038
11488,4155368,2017,2017,1967,PRIVATE,2,Etobicoke Centre,265 DIXON RD,16,181,2017-10-12,71,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,3,3,3,5,,3,3,5,3,3,3,5,3,3,4,W0222,43.69593445,-79.54862063,300843.439,4839394.946
11489,4154715,2017,2017,1996,SOCIAL HOUSING,18,Willowdale,33 DREWRY AVE,6,81,2017-10-12,71,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,3,3,3,3,,3,3,5,4,3,3,4,5,3,4,N1822,43.78632826,-79.41887979,311313.334,4849377.413
11490,4154560,2017,2017,1954,PRIVATE,8,Eglinton-Lawrence,3 DREXEL RD,3,26,2017-10-12,65,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,4,,3,,3,3,3,5,3,3,3,,3,3,,N0823,43.72194828,-79.43334646,310154.683,4842224.03
11491,4154694,2017,2017,1961,PRIVATE,6,York Centre,569 SHEPPARD AVE W,13,144,2017-10-12,67,Evaluation needs to be conducted in 2 years,18,4,3,3,4,3,3,3,3,3,,3,3,5,3,4,4,3,3,3,,N0630,43.75530476,-79.4369483,309861.967,4845928.563
11492,4153781,2017,2017,1963,PRIVATE,12,Toronto-St. Paul's,44 DUNFIELD AVE,15,162,2017-10-12,71,Evaluation needs to be conducted in 2 years,18,4,2,4,3,4,4,4,3,4,4,3,4,3,4,3,4,,3,4,,S1228,43.70560013,-79.39522103,313228.789,4840411.062
11493,4154600,2017,2017,1960,PRIVATE,6,York Centre,3908 BATHURST ST,4,29,2017-10-12,57,Evaluation needs to be conducted in 1 year,15,3,3,3,3,,3,,3,,,3,2,5,2,2,3,3,2,3,,N0629,43.74444482,-79.4363242,309913.126,4844722.107
11494,4153077,2017,2017,1966,PRIVATE,9,Davenport,128 SHERIDAN AVE,7,68,2017-10-12,66,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,,4,3,,3,3,5,4,3,3,3,3,3,,S0933,43.65045986,-79.43425353,310088.069,4834280.957
11495,4154554,2017,2017,1960,PRIVATE,8,Eglinton-Lawrence,3240 BATHURST ST,3,28,2017-10-12,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,5,4,3,3,,3,3,,N0823,43.72380429,-79.43133596,310316.773,4842429.412
11496,4155176,2017,2017,1968,PRIVATE,5,York South-Weston,200 WOOLNER AVE,16,304,2017-10-12,61,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,2,3,2,3,,3,3,3,4,3,3,3,4,3,,W0539,43.67286375,-79.49166508,305456.466,4836767.943
11497,4155177,2017,2017,1968,PRIVATE,5,York South-Weston,210 WOOLNER AVE,9,188,2017-10-12,60,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,2,3,3,3,,2,3,3,3,4,3,3,3,3,,W0539,43.67248747,-79.49241562,305395.95,4836726.135
11498,4155361,2017,2017,1962,PRIVATE,2,Etobicoke Centre,51-67 WATERFORD DR,8,29,2017-10-12,67,Evaluation needs to be conducted in 2 years,19,3,3,3,4,4,3,3,3,4,3,4,4,5,3,4,3,2,3,3,,W0222,43.68136644,-79.54018936,301489.738,4837666.164
11499,4154751,2017,2017,1992,SOCIAL HOUSING,18,Willowdale,422 WILLOWDALE AVE,4,16,2017-10-12,87,Evaluation needs to be conducted in 3 years,20,5,4,5,5,4,5,4,4,4,3,5,4,5,4,4,5,3,4,5,5,N1825,43.7782173,-79.40593491,312356.512,4848476.407
11500,4154898,2017,2017,1960,PRIVATE,16,Don Valley East,21 WELSFORD GDNS,15,154,2017-10-12,63,Evaluation needs to be conducted in 1 year,18,4,4,4,3,2,3,3,3,3,,3,3,4,3,3,3,2,3,4,,N1625,43.75251958,-79.31529267,319659.157,4845633.706
11501,4253010,2017,2017,2007,SOCIAL HOUSING,9,Davenport,46 DELAWARE AVE,3,14,2017-10-12,65,Evaluation needs to be conducted in 1 year,16,3,3,3,3,4,3,,3,,,3,3,5,3,3,3,,3,3,4,S0935,43.6555782,-79.42613727,310742.296,4834850.132
11502,4153095,2017,2017,1930,PRIVATE,9,Davenport,220 DELAWARE AVE,4,16,2017-10-12,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,5,3,3,3,,3,2,,S0932,43.66212045,-79.42855521,310546.616,4835576.772
11503,4153531,2017,2017,1975,PRIVATE,13,Toronto Centre,33 ISABELLA ST,27,419,2017-10-12,61,Evaluation needs to be conducted in 1 year,19,4,3,4,2,3,3,3,3,3,,3,2,4,3,3,4,3,3,3,2,S1322,43.66764394,-79.38367943,314164.83,4836195.449
11504,4154229,2017,2017,1968,PRIVATE,7,Humber River-Black Creek,2770 JANE ST,4,144,2017-10-12,70,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,4,3,4,3,,2,4,5,3,3,4,4,3,5,,W0729,43.74740062,-79.51594667,303500.287,4845048.686
11505,4153532,2017,2017,1965,PRIVATE,13,Toronto Centre,55 ISABELLA ST,12,82,2017-10-12,73,Evaluation needs to be conducted in 2 years,17,4,4,4,3,,3,3,3,4,,4,4,5,4,4,4,3,4,2,,S1322,43.66777775,-79.38309856,314211.655,4836210.379
